DATE,DATEFULL,DAY,HOURS,MONTH,P10,P3,P5,_ID,_REV
20,"Sun, 20 Nov 2016 20:02:49 GMT",0,20,10,8,2,5,af4d5e89d4cf6511d10d9491f17ee9a6,1-a424c540042b0cca47007af599ad1b4b
20,"Sun, 20 Nov 2016 18:58:18 GMT",0,18,10,8,2,5,2f6bea8456f866bd0e5f267249fa47ad,1-6ab77597a13824fcc59130bb16b20708
20,"Sun, 20 Nov 2016 20:17:49 GMT",0,20,10,8,2,5,0cdc19d0ce245a965c9dcd4188f72813,1-15133a5e062f77e342499c4239039095
20,"Sun, 20 Nov 2016 17:58:17 GMT",0,17,10,8,2,5,97e42083b97fbc510b036ad802224d97,1-b2d1b07db846d3d94d8b9cf1b2be11e4
20,"Sun, 20 Nov 2016 22:26:55 GMT",0,22,10,8,2,5,e73a1c323241ef3c8bc4a17c3770072b,1-b1c79ce12a125bd8a1515191c933ff0b
20,"Sun, 20 Nov 2016 17:38:16 GMT",0,17,10,8,2,5,053d27d67efb0f075e63e9dd28d76802,1-2224062eccf3d82fe5393298107e8cbd
20,"Sun, 20 Nov 2016 21:26:55 GMT",0,21,10,8,2,5,a6da781aafbb5d6b6bd3391aee66a858,1-d824e42b0f45abd0e7301a39adafd4b3
20,"Sun, 20 Nov 2016 20:07:49 GMT",0,20,10,8,2,5,c8d89098db1da280f8faeb5847a6907b,1-1a74e6759ec7d9a4299f1b949ef30630
20,"Sun, 20 Nov 2016 21:31:54 GMT",0,21,10,8,2,5,fb4a3c4557e5e769e4a3af23298b2d1a,1-99baf97c06ab134271fb3b26d9e68653
20,"Sun, 20 Nov 2016 20:55:34 GMT",0,20,10,8,2,5,a767d2f4d2416f414da563e573b50af4,1-b01f6b4b67405db86fcbc8898155f5d3
20,"Sun, 20 Nov 2016 17:48:17 GMT",0,17,10,8,2,5,267c92ee9c8020830c9a5ff608b1c67e,1-89b1597363a587444ee2b9b516b0ed43
20,"Sun, 20 Nov 2016 22:46:55 GMT",0,22,10,8,2,5,8e3d18002fb0f3265d66f2ddac4e7c31,1-51f026d3ce8b7d846eb708c762459ec9
20,"Sun, 20 Nov 2016 18:18:17 GMT",0,18,10,8,2,5,fa5c1dfdb89b1db945f4b5d067984e2f,1-19e024e12d80f09b08ebc0d157b348ac
21,"Mon, 21 Nov 2016 07:50:16 GMT",1,7,10,1,2,5,58d55da9cf26c9d0f1f587358cc6f235,1-25ac385e2432949059382d7504676f9a
20,"Sun, 20 Nov 2016 22:11:54 GMT",0,22,10,8,2,5,a79ad671d9bc12cc184c23677bf4b337,1-d2246558a001d4e4e66d109687346e51
20,"Sun, 20 Nov 2016 22:21:55 GMT",0,22,10,8,2,5,5285a4bf4a8bca27237517928ebef33c,1-bf2b1ece44a45d8787d2a622d8918731
20,"Sun, 20 Nov 2016 23:06:55 GMT",0,23,10,8,2,5,3749cbde45164254787004e7c97893f8,1-f6a7aa71a53a45a9c0ae1f5281718160
20,"Sun, 20 Nov 2016 19:33:59 GMT",0,19,10,8,2,5,f7dc6e1292f324ed0f49c5e21249be22,1-b947ba6ea39ff8be34a0b6238b93762b
20,"Sun, 20 Nov 2016 20:22:49 GMT",0,20,10,8,2,5,cabe6ed171c0745b7497437393a76837,1-fde7bf65d4b258d976ad2a8e59ae2b27
20,"Sun, 20 Nov 2016 21:46:55 GMT",0,21,10,8,2,5,3df5a3e0a9358134c31302a88f6b90a4,1-9a81901364c38c2a73b94743ee698f0b
20,"Sun, 20 Nov 2016 22:01:54 GMT",0,22,10,8,2,5,029c3a3c4be6132c9790fa964567a729,1-5453659efe63ca6a6279e996028c2130
20,"Sun, 20 Nov 2016 21:36:55 GMT",0,21,10,8,2,5,90adf4525b23027ca7c9226461606752,1-5d18993d1042c00defead0e6a04d4da2
20,"Sun, 20 Nov 2016 19:23:59 GMT",0,19,10,8,2,5,7253afc60aac11b7e12e3c78fe335117,1-25f7163b4ce9eb3bfabd016d5632f6f0
20,"Sun, 20 Nov 2016 22:56:55 GMT",0,22,10,8,2,5,c15cbe646c64a98f3a59ac12b8375837,1-3f441468f7930360ffeea0263421053b
20,"Sun, 20 Nov 2016 23:21:54 GMT",0,23,10,8,2,5,e8445f987e226a291eb58113600c6062,1-52143bd9cae6d90f8afe3ac277ae516c
21,"Mon, 21 Nov 2016 08:15:16 GMT",1,8,10,1,2,5,f66e4967a3d1ebb6074e2ebcbf83e2d1,1-0fc096fb247f34f5e2d724183332e081
20,"Sun, 20 Nov 2016 23:16:55 GMT",0,23,10,8,2,5,079ab03d1aca0dd61ad8e00379b3ee0c,1-cc767f27dafffc3488f3c2116ffeba50
20,"Sun, 20 Nov 2016 20:27:49 GMT",0,20,10,8,2,5,a47144a9bc17e291834c0c687c08dc24,1-2f6af250a3a0a7bf13c10fa4e74f0e2b
20,"Sun, 20 Nov 2016 22:06:55 GMT",0,22,10,8,2,5,d30021e08070f16143f974df1aaa4440,1-1f7aac8f3d526da40c13c3401a93afd8
21,"Mon, 21 Nov 2016 00:41:54 GMT",1,0,10,8,2,5,c9eaf627b7567c943a3782486b1f68ef,1-73b5514fd119f7cabe496d714ba94c3c
21,"Mon, 21 Nov 2016 02:06:55 GMT",1,2,10,8,2,5,d57b5f7c38fba179319e7cc2b0c20598,1-b4bfd000bb0d01e9055f40dd671225ab
20,"Sun, 20 Nov 2016 19:57:49 GMT",0,19,10,8,2,5,85646a719a75321ee9d6b5dd3a200c09,1-66084270b04ce9906f48f8eaa0bfd0d8
20,"Sun, 20 Nov 2016 22:36:55 GMT",0,22,10,8,2,5,e2be850e5152bf30495b89d9364aa0b2,1-3f5025b6ab3357fe4b68764da99ee643
21,"Mon, 21 Nov 2016 00:36:55 GMT",1,0,10,8,2,5,1fb09c3cc1d120679fcde06a08a37f62,1-8dd8e4d5af53c054ea6f264d5198a9ca
20,"Sun, 20 Nov 2016 19:38:59 GMT",0,19,10,8,2,5,4298a8b7077bc194e98a0cdc807b4900,1-c9356b83b5452d06117bbae375e89140
21,"Mon, 21 Nov 2016 00:46:55 GMT",1,0,10,8,2,5,1cb4b4c7ad0187aa51fad62d53144f27,1-61a07818f6314161f79f9dc5d9e7f6a6
20,"Sun, 20 Nov 2016 23:31:54 GMT",0,23,10,8,2,5,69874e3b55638d5a652c8787ffe421fc,1-0501cdd68d894dfd0fef09aec880094b
21,"Mon, 21 Nov 2016 11:25:45 GMT",1,11,10,1,2,5,e32d77dcff1f0a41018a89d7ce71400a,1-7477ae654a943664bdfef4d03971fdd5
21,"Mon, 21 Nov 2016 02:41:55 GMT",1,2,10,8,2,5,0268d8f35fa948d4353b719e097128df,1-491141a06beca667e4f4924c1d86e69c
20,"Sun, 20 Nov 2016 23:56:55 GMT",0,23,10,8,2,5,1cee86d02eeff5cfff16dcd30540b580,1-75c86657bdf1a520ea56f71c9246cc38
21,"Mon, 21 Nov 2016 01:16:55 GMT",1,1,10,8,2,5,6977117a053d47d9d18ea445d7461d0b,1-8cb1e2d9c8863ab4d8904305bc88d687
20,"Sun, 20 Nov 2016 23:51:54 GMT",0,23,10,8,2,5,6e3ae86a444c31d8dfb696df7b08ddf8,1-293dceca6d33154a667a7deca323c8be
21,"Mon, 21 Nov 2016 00:16:55 GMT",1,0,10,8,2,5,ef88d1fca36f7702ae78108c860e4c65,1-2cd55cc377614d9acccbfba6da9e04b0
20,"Sun, 20 Nov 2016 23:46:55 GMT",0,23,10,8,2,5,e8445f987e226a291eb5811360ff8011,1-d00112e8a30026a9beb0e89010c35ef3
21,"Mon, 21 Nov 2016 02:36:55 GMT",1,2,10,8,2,5,4c1bb5a25d689251d57e7242313faf6c,1-ecefd8317b26f18eb1c22ec9ca670563
20,"Sun, 20 Nov 2016 21:16:55 GMT",0,21,10,8,2,5,b6962f866ec6faf5e4f511c4fb3a1ebd,1-e02e4fb2a4fe4db8c5a217142a04df6f
20,"Sun, 20 Nov 2016 23:36:55 GMT",0,23,10,8,2,5,9beeefddb2b8be666a6e1dace534fa5d,1-bba58b34249cfd3ee1b16673203bb4a0
21,"Mon, 21 Nov 2016 13:15:45 GMT",1,13,10,1,2,5,ee0a817821aa4a8ed9b51ffcdb510cae,1-df700dd3f7529c6fbc51bfc260d698d4
21,"Mon, 21 Nov 2016 03:16:55 GMT",1,3,10,8,2,5,74a1f16113155d6af9fc19c21366e547,1-6ca35aa4cbaffbdc5c08e221daf18cd9
21,"Mon, 21 Nov 2016 00:56:55 GMT",1,0,10,8,2,5,9bb61169a1da85c776cd240bb6259f88,1-f64c4a48f7e3caf1be61ba30127b65b2
21,"Mon, 21 Nov 2016 02:01:55 GMT",1,2,10,8,2,5,60979e55a059d77afe59a6282aff3e47,1-e2fd956cd596d2dddd3b0ef8800b67fa
21,"Mon, 21 Nov 2016 00:11:55 GMT",1,0,10,8,2,5,7b58681f771c3ef321a9c718be8009ba,1-4ef85798cb198069cba55787217bbc34
21,"Mon, 21 Nov 2016 01:36:55 GMT",1,1,10,8,2,5,ebe6e8a20554330eff24ced978320ec6,1-b5f88121bffcbae35b7d5eb2cb46760a
20,"Sun, 20 Nov 2016 21:56:55 GMT",0,21,10,8,2,5,2c716ebe10e21aa21df994804d9d049e,1-57c659ab5b9e68f5899587c54e6050c2
21,"Mon, 21 Nov 2016 02:46:55 GMT",1,2,10,8,2,5,0268d8f35fa948d4353b719e099c098f,1-239ba1fc1052308e7ba16001b1c792b9
21,"Mon, 21 Nov 2016 03:31:55 GMT",1,3,10,8,2,5,8a7422c81ecddef67ced493b840d9f98,1-e6e4bc829e599d3f33785375dce392ac
21,"Mon, 21 Nov 2016 05:26:55 GMT",1,5,10,7,2,5,f0b022aa8a4a1e77bc8297e4ec05fe4b,1-b1525d30d0737a191b33ec5e8d54f5b2
20,"Sun, 20 Nov 2016 20:32:49 GMT",0,20,10,8,2,5,1880397c35c7f38e9487e2d57edf723b,1-6bf4e2d4571873a639af06437ac16d42
20,"Sun, 20 Nov 2016 22:41:54 GMT",0,22,10,8,2,5,363d424bb2e6971e3bd7e610b2022eca,1-5245c01c0467bc2d3a10f272a44bff9b
21,"Mon, 21 Nov 2016 03:36:55 GMT",1,3,10,8,2,5,49482a61220893ed31dd041f53bd3b59,1-a5986e7dcf9f9e3738eb5c24e271709f
21,"Mon, 21 Nov 2016 02:31:55 GMT",1,2,10,8,2,5,1f6d0ac0a0290858f8565dd8bae5fc59,1-67f6e16a75743cbd1bbc63077a5145c2
21,"Mon, 21 Nov 2016 04:01:55 GMT",1,4,10,8,2,5,9005141183c483975138e36b5df3d5c6,1-5248fcac198fbc81a6ce03b6e2865511
21,"Mon, 21 Nov 2016 04:06:55 GMT",1,4,10,8,2,5,c6926fc95a70284eee70e29f60f18ab2,1-dbc5694739960494d950e1a9b6adf4e5
21,"Mon, 21 Nov 2016 01:51:55 GMT",1,1,10,8,2,5,9615778cf6d8b0af1ea1012a41b29731,1-24a5bc004beb646f36a084159ba0229a
20,"Sun, 20 Nov 2016 23:01:54 GMT",0,23,10,8,2,5,0a25a2e69d11641322f111de5cf06e44,1-0b11a97ab40f112492ae4f009defcd2e
21,"Mon, 21 Nov 2016 02:16:55 GMT",1,2,10,8,2,5,a193d94015019b3afda508ec2707fc46,1-5d66be7d717b5f3b0ed037a1be2657c3
21,"Mon, 21 Nov 2016 02:26:55 GMT",1,2,10,8,2,5,b1fd80f045a8e05e7f5bbd90096d511f,1-9901838f594393a6f0dcea3dcd99444e
21,"Mon, 21 Nov 2016 06:51:55 GMT",1,6,10,3,2,5,b497d3ca9ba612824dc68f2b3959e501,1-e8d7ffabe958fcc52a8d1d3fd6e15253
21,"Mon, 21 Nov 2016 04:51:55 GMT",1,4,10,8,2,5,8d81e05e6272beb9d32488db25fb6f09,1-0723fc449f57ffda06c0cd752b6e850f
21,"Mon, 21 Nov 2016 03:06:55 GMT",1,3,10,8,2,5,2f8d9670aca1f6adfd6f2e1d797c9963,1-a7d599ba71c9f09b6074034bd4f31bdc
21,"Mon, 21 Nov 2016 14:56:12 GMT",1,14,10,6,2,5,7bd25eb250d08f8cf34d60b37ce11fe4,1-2cc03e2aad1dbea59f1eaf695cbb140d
21,"Mon, 21 Nov 2016 01:01:55 GMT",1,1,10,8,2,5,4ccd22c3514418d088d0b4d0efb154b2,1-20001ebbf2d906662520f03e85fd5d6d
21,"Mon, 21 Nov 2016 05:21:55 GMT",1,5,10,7,2,5,fcbb9dea770b865aadf894810821625b,1-e00b38b0bb42209b337c23177cb7a9ff
21,"Mon, 21 Nov 2016 02:56:55 GMT",1,2,10,8,2,5,450d66c0ed1a786292b589f4c95bed33,1-2ebcd45f772954599d6a82e78b9281ad
21,"Mon, 21 Nov 2016 02:51:55 GMT",1,2,10,8,2,5,946005483a2f1b473517cb03e183c458,1-734d2d95b6230b0cd83c7cf91596e1ff
21,"Mon, 21 Nov 2016 06:36:55 GMT",1,6,10,3,2,5,02733ae6a1b44a763281a7e8a47e020c,1-7593262bdf3813ef21c955e9893e0a3c
20,"Sun, 20 Nov 2016 21:21:54 GMT",0,21,10,8,2,5,7b309d78b6ebf76e36d513f8c6d15218,1-a3da496dd5f622491ce557f7471088d9
20,"Sun, 20 Nov 2016 23:26:55 GMT",0,23,10,8,2,5,0335973f88bb7dbe55d5f356a716a365,1-3b4379421bcc62945065ed992255397d
21,"Mon, 21 Nov 2016 07:15:15 GMT",1,7,10,2,2,5,937051edc5b6a7abf49a2d9236e03ea2,1-8fb48304dce0659baf2e8599a0935b0b
21,"Mon, 21 Nov 2016 05:31:55 GMT",1,5,10,7,2,5,fd70756f418c6da597218cf79e966ecf,1-3195962c281f05befec0bd596dcf98bd
21,"Mon, 21 Nov 2016 01:21:55 GMT",1,1,10,8,2,5,cb52cbeec708f9a464d739e262a71407,1-74aabea3dd6045711e9045d8cb528edf
21,"Mon, 21 Nov 2016 05:41:55 GMT",1,5,10,7,2,5,f7f3317643b3ae948b6fff7bc77adf67,1-6b39989d982acc088d0f660404bc574d
21,"Mon, 21 Nov 2016 04:21:55 GMT",1,4,10,8,2,5,232ee61c56f2fe7fd7904857faab3625,1-1b466d6cbf87b02b11ae7dcb183bb92f
21,"Mon, 21 Nov 2016 03:21:55 GMT",1,3,10,8,2,5,49482a61220893ed31dd041f5344a3ec,1-16c3411cb5b949b87e0187284cec3cb0
21,"Mon, 21 Nov 2016 01:06:55 GMT",1,1,10,8,2,5,4ccd22c3514418d088d0b4d0efe3d581,1-47fcdba692ac63c46b05e04a8ed6b4ba
21,"Mon, 21 Nov 2016 03:11:55 GMT",1,3,10,8,2,5,2f8d9670aca1f6adfd6f2e1d79a779d6,1-c4ddfa03c54c8befd910305895e10459
21,"Mon, 21 Nov 2016 06:11:55 GMT",1,6,10,5,2,5,d8854f9cc4111977460b3efe70a4025d,1-0baf6e769b2568559bcbbccc066dbd61
21,"Mon, 21 Nov 2016 08:25:16 GMT",1,8,10,1,2,5,9a1ce8baa831b6a257c3b9b2997993a9,1-90d483bba496d8b6932753bf518979ad
21,"Mon, 21 Nov 2016 15:21:12 GMT",1,15,10,6,2,5,19a7852b48391a7a4edbd9ea74dc26ef,1-7a5e392df4dce7003d9fc88039bac9f9
21,"Mon, 21 Nov 2016 05:36:55 GMT",1,5,10,7,2,5,aceb73e1e9d74c791ef09d4327d8dfd7,1-8f4cce3880dc1a5f9a03325c6b56ebc1
21,"Mon, 21 Nov 2016 01:11:55 GMT",1,1,10,8,2,5,456a248ba5282d8a0d75421e710892b2,1-92e4b7ff63c980380d885e154ddaaf7c
21,"Mon, 21 Nov 2016 12:10:45 GMT",1,12,10,1,2,5,a221d82dd19fcb94e016160e3d927dbe,1-000140caa00cecaf0b728b73604c2e75
21,"Mon, 21 Nov 2016 08:47:18 GMT",1,8,10,1,2,5,ade445d7c7fcba527c5fcec029612bd8,1-09ae9911d200103b872b41eb6e3baa3e
21,"Mon, 21 Nov 2016 01:26:55 GMT",1,1,10,8,2,5,865b7e0afdd3ffd5c7c33ce7d2974c0c,1-cce1572fc867ce2afbdc458cf314f4bd
21,"Mon, 21 Nov 2016 03:51:55 GMT",1,3,10,8,2,5,25b39054afb380b961bb7cd4c96d45d6,1-a8e0f17ee812ac0e3d750f6c3d61d245
21,"Mon, 21 Nov 2016 04:11:55 GMT",1,4,10,8,2,5,232ee61c56f2fe7fd7904857fa5dfb26,1-4fdf7a95037986e6bca2542f25fddb62
21,"Mon, 21 Nov 2016 05:51:55 GMT",1,5,10,7,2,5,8048adc1ec4bce43f35e471fa87d7b9b,1-a4f5df19772bb97aa2a6c3966da7bdde
20,"Sun, 20 Nov 2016 22:16:55 GMT",0,22,10,8,2,5,e60fb2696a15f34735b7e70eca8aa680,1-99b2f784d070c882b982b68665218157
21,"Mon, 21 Nov 2016 04:26:55 GMT",1,4,10,8,2,5,3f04f223b2c40e6552bd91cfe4b31756,1-ffb31b12556cd3e49a1b521616867e00
21,"Mon, 21 Nov 2016 06:52:25 GMT",1,6,10,3,2,5,f616db93a20bd6f524be2910e2b011cb,1-c0a17abf29b369cebf2f2029d520057c
21,"Mon, 21 Nov 2016 07:35:15 GMT",1,7,10,1,2,5,5e41e1d571858e984f0627c33d1fe04b,1-b583d0bb921985dfcdfb94456c38935f
21,"Mon, 21 Nov 2016 03:56:55 GMT",1,3,10,8,2,5,9005141183c483975138e36b5dce67b7,1-438398cb127c092c4976ef2e8557d872
21,"Mon, 21 Nov 2016 04:31:55 GMT",1,4,10,8,2,5,3f04f223b2c40e6552bd91cfe4d63a68,1-e7abd0c746a891ab881b5f74717b3b6e
21,"Mon, 21 Nov 2016 16:01:12 GMT",1,16,10,7,2,5,d9acb70807f4035020cb1ecc38e661c6,1-81e21bd228e9110947c4e02f26ba3bb3
20,"Sun, 20 Nov 2016 16:58:16 GMT",0,16,10,8,2,5,a318715a137cda2eb0dfba9b3f14dc40,1-b233fecfec988fb302d20bd34beb65f8
21,"Mon, 21 Nov 2016 04:46:55 GMT",1,4,10,8,2,5,f93054af01742ef913f1fad56665c3dd,1-175109fd9f144ebb49d41b672582c45b
21,"Mon, 21 Nov 2016 09:13:25 GMT",1,9,10,1,2,5,cf55b9e596399065cd390931d29aa402,1-eda4adc45d37ffed4f61dec9560aa915
21,"Mon, 21 Nov 2016 04:36:55 GMT",1,4,10,8,2,5,e846ace35a557a58bb00d28742fe709c,1-4f9e525f606330f4f57f13970ec27276
21,"Mon, 21 Nov 2016 07:40:16 GMT",1,7,10,1,2,5,fc01d56281d517627256790a311ac3fa,1-216d651a04354b3941d20e452dd4a1ee
21,"Mon, 21 Nov 2016 01:31:55 GMT",1,1,10,8,2,5,8b984530bf21be18567dd2c288be9ce8,1-5f2504ec9a8b8477cf46f4378b455b49
21,"Mon, 21 Nov 2016 02:11:55 GMT",1,2,10,8,2,5,1f6d0ac0a0290858f8565dd8ba398546,1-5613603da3080c5a1b891ac460d297be
20,"Sun, 20 Nov 2016 23:11:54 GMT",0,23,10,8,2,5,c15cbe646c64a98f3a59ac12b8c702c7,1-1e862eef35c080b5df1a1903316c2355
21,"Mon, 21 Nov 2016 12:20:45 GMT",1,12,10,1,2,5,6986a70673560a3dd2511274b29b1c6e,1-5c889c490acba901b21ae4e97fa7c8df
21,"Mon, 21 Nov 2016 04:41:55 GMT",1,4,10,8,2,5,2a95d827423ddab2afd4059da8e8a133,1-483c3c74ac6311a15ca9dab61e70bb38
21,"Mon, 21 Nov 2016 17:41:12 GMT",1,17,10,8,2,5,88575a6168669e49e5150d54f29f2443,1-ebc6930215dcc77df6bdebe25595c34e
21,"Mon, 21 Nov 2016 06:21:55 GMT",1,6,10,5,2,5,02733ae6a1b44a763281a7e8a402204f,1-55d1abe1a0491ffda2f04580049efbdc
21,"Mon, 21 Nov 2016 10:40:45 GMT",1,10,10,1,2,5,1fa73f3314f8cfbb326b3302157f029d,1-fe7d16e9f357ba4ed6319d00c86a6d9e
21,"Mon, 21 Nov 2016 04:56:55 GMT",1,4,10,8,2,5,6992f2de79bf8dfb10b653f42fd6c2fa,1-8a7a818fc35cb41367fe846bd64478fb
21,"Mon, 21 Nov 2016 08:05:16 GMT",1,8,10,1,2,5,c46a429de0c0d5cd416733ba6232531a,1-186a7c997989bb3a218b393e950d5e15
21,"Mon, 21 Nov 2016 09:36:24 GMT",1,9,10,1,2,5,a21604e80019ecf62f79de8c28ce915b,1-7800ca9dc2e46c78501a2a4ed32588a9
21,"Mon, 21 Nov 2016 09:41:24 GMT",1,9,10,2,2,5,9d0914f96718a5c57d12482a08c541b8,1-5d4ec153daad5b7f98c391ae9c15d641
21,"Mon, 21 Nov 2016 13:25:45 GMT",1,13,10,1,2,5,c2d36f0e4a7f8b3b111ccf05eeea99ba,1-54d4c50c132cfd4f430609167b25cb79
21,"Mon, 21 Nov 2016 05:01:55 GMT",1,5,10,8,2,5,9a88e9588e48d833746313390b43c177,1-277ece81450ead262ec670f8ffa96ac7
21,"Mon, 21 Nov 2016 18:31:12 GMT",1,18,10,8,2,5,4264a88d9f140b914af15d9b852d7c1b,1-d40a9c3e13fa43328006f8eff11b9654
21,"Mon, 21 Nov 2016 01:46:55 GMT",1,1,10,8,2,5,c5bf92f1b1fe2f22b79fa2864b0700ff,1-827a01bddf87326223ecd53dc658dde1
21,"Mon, 21 Nov 2016 06:01:55 GMT",1,6,10,6,2,5,63e272bdea767dcecf94f85e787d691f,1-702e3381710f562d7d9f18013e1ebd56
21,"Mon, 21 Nov 2016 00:06:55 GMT",1,0,10,8,2,5,fa0e1e20deefe1952676f3c6092c646e,1-624ad93df00298a3451dfdab51320c23
20,"Sun, 20 Nov 2016 17:08:16 GMT",0,17,10,8,2,5,43f9eac17da03d9056d987fbbe486968,1-916627bfdb99de81467590a3a0ee166f
21,"Mon, 21 Nov 2016 13:56:46 GMT",1,13,10,1,2,5,b7b03bfe07f72145bee0083c751402c6,1-4dd53ba6d684995e099eda6ad2e7b479
21,"Mon, 21 Nov 2016 05:11:55 GMT",1,5,10,8,2,5,9a88e9588e48d833746313390b8a988f,1-1bd7a40a58b942c8afd9058b07df9f34
21,"Mon, 21 Nov 2016 09:00:41 GMT",1,9,10,1,2,5,49eead0c033a4dc212cbc18569c43d48,1-c2c740fea75dbe09efea2305000b39a2
21,"Mon, 21 Nov 2016 06:16:55 GMT",1,6,10,5,2,5,db76e14cf7c1e806bedaf02badf25a3e,1-f3344433f234c1351d6e8c963fa0b1d1
21,"Mon, 21 Nov 2016 06:41:55 GMT",1,6,10,3,2,5,a25be026a861faf5f4e07ba729cf1db4,1-32a4fe4c0ecc28fcfe9d2a1bfdaae01e
21,"Mon, 21 Nov 2016 19:51:13 GMT",1,19,10,8,2,5,a8cbbd07d900f23aa3facba93384f155,1-e0d046115d3226cfb09dca5d4484ff07
21,"Mon, 21 Nov 2016 07:55:16 GMT",1,7,10,1,2,5,98281502df335536a2b1f9bab5d91874,1-a93f2fcaa121a4f285bae52f0e0eba46
